start:id	end:id	RELTYPE	COUNT	DISTANCE
7	14615	INTERACTS_WITH	2	11466.5
7	14566	INTERACTS_WITH	4	1036.0
7	13800	INTERACTS_WITH	3	1243.6666666666667
7	13798	INTERACTS_WITH	4	2365.25
7	11493	INTERACTS_WITH	2	33918.0
7	6575	INTERACTS_WITH	6	13089.666666666666
7	1595	INTERACTS_WITH	2	26040.5
7	8	INTERACTS_WITH	12	129.75
1299491	7	INTERACTS_WITH	2	644.0
55025	7	INTERACTS_WITH	3	800.6666666666666
19476	7	INTERACTS_WITH	2	33840.5
16017	7	INTERACTS_WITH	2	973.0
13800	7	INTERACTS_WITH	7	531.8571428571429
13798	7	INTERACTS_WITH	5	1891.7999999999997
6575	7	INTERACTS_WITH	2	39273.0
5543	7	INTERACTS_WITH	2	12918.0
1694	7	INTERACTS_WITH	2	4100.5
8	7	INTERACTS_WITH	9	173.66666666666666
7	415048	ISA	9	99.55555555555556
7	114872	ISA	3	7673.0
7	21532	ISA	33	901.5151515151515
7	14566	ISA	165	23.163636363636364
7	6682	ISA	8	63894.75
946298	7	LOCATION_OF	3	4463.666666666666
944590	7	LOCATION_OF	2	5691.0
935433	7	LOCATION_OF	4	1616.25
935431	7	LOCATION_OF	16	1215.4375
559591	7	LOCATION_OF	2	823.0000000000001
559584	7	LOCATION_OF	11	1190.7272727272727
417680	7	LOCATION_OF	4	7913.5
83715	7	LOCATION_OF	5	1435.6000000000001
83708	7	LOCATION_OF	3	2275.0
80115	7	LOCATION_OF	20	3373.1000000000004
54363	7	LOCATION_OF	3	2464.0
21397	7	LOCATION_OF	4	60151.75000000001
18960	7	LOCATION_OF	4	9394.5
18332	7	LOCATION_OF	14	101123.71428571429
17477	7	LOCATION_OF	15	1445.8666666666668
14537	7	LOCATION_OF	7	30356.0
13981	7	LOCATION_OF	33	19972.363636363636
13796	7	LOCATION_OF	6	7776.0
13699	7	LOCATION_OF	7	7268.142857142857
13515	7	LOCATION_OF	2	7302.000000000001
13509	7	LOCATION_OF	4	63630.75000000001
12735	7	LOCATION_OF	3	7025.0
12496	7	LOCATION_OF	3	153003.66666666666
10465	7	LOCATION_OF	5	235314.60000000003
9710	7	LOCATION_OF	4	47503.75
3889	7	LOCATION_OF	2	17453.5
3800	7	LOCATION_OF	6	173307.83333333334
3600	7	LOCATION_OF	2	7300.0
3324	7	LOCATION_OF	3	1514.3333333333335
2992	7	LOCATION_OF	25	20867.2
2304	7	LOCATION_OF	2	5599.0
1970	7	LOCATION_OF	2	14512.0
1389	7	LOCATION_OF	5	40798.8
7	14566	STIMULATES	2	2074.0
7	13801	STIMULATES	2	2050.5
7	9121	STIMULATES	2	3438.5
7	6575	STIMULATES	4	19635.5
7	8	STIMULATES	3	525.0
8	13981	ADMINISTERED_TO	2	329460.5
8	18332	ADMINISTERED_TO	4	353880.75
8	2992	AFFECTS	2	260748.50000000003
8	3771	AFFECTS	2	16132.5
8	13699	AFFECTS	2	25329.0
8	18636	AFFECTS	2	19463.0
8	80115	AFFECTS	3	22422.333333333332
8	559584	AFFECTS	2	6443.5
8	16026	ASSOCIATED_WITH	6	10760.0
8	418453	ASSOCIATED_WITH	4	21051.0
8	5653	AUGMENTS	4	23454.0
8	12431	AUGMENTS	5	1583.8
8	13699	AUGMENTS	2	25329.0
8	54363	AUGMENTS	3	2387.6666666666665
8	80115	AUGMENTS	3	22422.333333333332
8	1168881	AUGMENTS	2	622.5
8	3771	CAUSES	29	1110.7241379310344
8	5709	CAUSES	4	8527.75
8	14452	CAUSES	3	3754.9999999999995
8	16026	CAUSES	9	7172.666666666666
8	80236	CAUSES	16	8204.25
8	83869	CAUSES	3	84104.0
8	115119	CAUSES	8	45470.125
8	133219	CAUSES	3	3033.6666666666665
8	133365	CAUSES	4	13043.5
8	133863	CAUSES	5	9145.6
8	417642	CAUSES	2	3660.5
8	418453	CAUSES	12	7015.666666666666
8	2507	COEXISTS_WITH	2	498.5
8	6575	COEXISTS_WITH	2	39158.5
8	14458	COEXISTS_WITH	2	11563.0
8	23038	COEXISTS_WITH	2	18106.0
8	31492	COEXISTS_WITH	2	1300.0
7	8	COEXISTS_WITH	2	788.5
6575	8	COEXISTS_WITH	2	39158.5
14566	8	COEXISTS_WITH	5	782.6
18467	8	COEXISTS_WITH	2	2681.5
80354	8	COEXISTS_WITH	2	32592.499999999996
8	508376	compared_with	3	258.0
6575	8	compared_with	3	26105.0
11493	8	compared_with	2	33803.5
508376	8	compared_with	2	388.0
9569	8	CONVERTS_TO	2	7807.5
